gxfrg007测试,#genre#
TVB翡翠台,mitv://ns2.hellotvvod.com:9906/61ab74d2000c56d914e7a7702f0c341f
无线新闻台,mitv://147.135.39.171:9906/60410a86000b2b564b7737ca69aa1a5d
爱尔达体育1,mitv://147.135.39.171:9906/61000ab00009f393d200555332864fe8
J2,http://120.84.96.33:808/hls/86/index.m3u8
有线18台，https://pull-hls-l1.ixigua.com/live/9952c7d45f2d137701a8ce4f92599/playlist.m3u8
有线603台，https://pull-hls-l1.ixigua.com/live/8852c7d45f2d137701a8ce4f92588/playlist.m3u8
有线新闻，https://pull-hls-l1.ixigua.com/live/1232c7d45f2d137701a8ce4f92123/playlist.m3u8
广东珠江,http://183.11.239.32:808/hls/1/index.m3u8
广东珠江,http://39.135.32.28:6610/PLTV/77777777/224/3221225717/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东新闻,http://183.11.239.32:808/hls/2/index.m3u8
广东公共,http://183.11.239.32:808/hls/3/index.m3u8
广东影视,http://183.11.239.32:808/hls/8/index.m3u8
广东少儿,http://183.11.239.32:808/hls/9/index.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
广东体育，http://d953c45ae944de6f1329edb2802f51f4.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
 
广东测试2,#genre#
广东体育,http://iptv.eatuo.com:9901/tsfile/live/1004_1.m3u8
广东珠江,http://iptv.eatuo.com:9901/tsfile/live/1001_1.m3u8
广东卫视,http://iptv.eatuo.com:9901/tsfile/live/1000_1.m3u8
广东影视,http://iptv.eatuo.com:9901/tsfile/live/1008_1.m3u8
广东少儿,http://iptv.eatuo.com:9901/tsfile/live/1009_1.m3u8
广东公共,http://iptv.eatuo.com:9901/tsfile/live/1003_1.m3u8
广东新闻,http://iptv.eatuo.com:9901/tsfile/live/1002_1.m3u8
南方卫视,http://iptv.eatuo.com:9901/tsfile/live/1007_1.m3u8
岭南戏曲,http://iptv.eatuo.com:9901/tsfile/live/1070_1.m3u8
广东房产,http://iptv.eatuo.com:9901/tsfile/live/1071_1.m3u8
广东移动,http://iptv.eatuo.com:9901/tsfile/live/1074_1.m3u8
广东教育,http://iptv.eatuo.com:9901/tsfile/live/1072_1.m3u8
嘉佳卡通,http://iptv.eatuo.com:9901/tsfile/live/1027_1.m3u8
财富天下,http://iptv.eatuo.com:9901/tsfile/live/1077_1.m3u8
中国交通广东,http://iptv.eatuo.com:9901/tsfile/live/1078_1.m3u8
 
广东测试3,#genre#
广东珠江,http://183.63.15.42:9901/tsfile/live/0109_1.m3u8
广东新闻,http://183.63.15.42:9901/tsfile/live/1004_1.m3u8
广东公共,http://183.63.15.42:9901/tsfile/live/1005_1.m3u8
广东经济科教,http://183.63.15.42:9901/tsfile/live/1006_1.m3u8
广东影视,http://183.63.15.42:9901/tsfile/live/1007_1.m3u8
广东少儿,http://183.63.15.42:9901/tsfile/live/1008_1.m3u8
嘉佳卡通,http://183.63.15.42:9901/tsfile/live/1009_1.m3u8
南方卫视,http://183.63.15.42:9901/tsfile/live/1012_1.m3u8
广东体育,http://183.63.15.42:9901/tsfile/live/0136_1.m3u8
 
广东测试weetai,#genre#
广东公共,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdgg                                                                                                                 广东公共,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=gdgg
广东公共,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdgg
广东新闻,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdxw
广东新闻,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=gdxw
广东新闻,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdxw
广东综艺,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdzy
广东综艺,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=gdzy
广东综艺,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdzy
广东影视,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdys
广东影视,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=gdys                                                                                                                  广东影视,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdys
广东少儿,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdse
广东少儿,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=gdse
广东少儿,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdse
广东国际,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdgj
广东国际,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=gdgj
广东国际,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdgj
广东移动,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdyd
广东移动,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=gdyd
广东移动,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdyd
广东经济科教,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=gdjjkj
广东经济科教,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=gdjjkj
广东经济科教,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=gdjjkj
广东大湾区卫视卫视,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=nfws
广东大湾区卫视卫视,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=nfws
广东嘉佳卡通,http://wtv.weetai.cn/iptv/2022/tyzb31.php?id=jjkt
广东嘉佳卡通,http://wtv.weetai.cn/iptv/2022/tyzb37.php?id=jjkt
广东嘉佳卡通,http://wtv.weetai.cn/iptv/2022/tyzb38.php?id=jjkt
 
rtmp台湾测试,#genre#
民视,rtmp://219.80.97.25/sat/tv051
台视,rtmp://219.80.97.25/sat/tv071
中视,rtmp://219.80.97.25/sat/tv091
华视,rtmp://219.80.97.25/sat/tv111
TVBS欢乐,rtmp://219.80.97.25/sat/tv421
TVBS新闻,rtmp://219.80.97.25/sat/tv551
东森财经新闻,rtmp://219.80.97.25/sat/tv571
东森超视,rtmp://219.80.97.25/sat/tv331
纬来育乐,rtmp://219.80.97.25/sat/tv701
纬来体育,rtmp://219.80.97.25/sat/tv721
纬来日本,rtmp://219.80.97.25/sat/tv771
ELEVEN 1,rtmp://219.80.97.25/sat/tv731
ELEVEN 2,rtmp://219.80.97.25/sat/tv741
MOMO综合,rtmp://219.80.97.25/sat/tv761
博斯网球,rtmp://219.80.97.25/sat/md011
博斯网球2,rtmp://219.80.97.25/sat/md021
ELTA体育1,rtmp://219.80.97.25/sat/md051
ELTA体育2,rtmp://219.80.97.25/sat/md041
ELTA体育3,rtmp://219.80.97.25/sat/md031
DDDD,rtmp://219.80.97.25/sat/jp011
GAORA,rtmp://219.80.97.25/sat/jp031
有线体育台,rtmp://219.80.97.25/sat/hk011
Sports Plus,rtmp://219.80.97.25/sat/hk021
xxxs,rtmp://219.80.97.25/sat/hk031
18台,rtmp://219.80.97.25/sat/hk041
 
dm1036台湾,#genre#
東森新聞,https://dm1036.kglink.xyz/live/tw01
寰宇新聞,https://dm1036.kglink.xyz/live/tw02
民視新聞,https://dm1036.kglink.xyz/live/tw10
三立ilive,https://dm1036.kglink.xyz/live/tw03
三立live,https://dm1036.kglink.xyz/live/tw04
台視新聞,https://dm1036.kglink.xyz/live/tw05
中視新聞,https://dm1036.kglink.xyz/live/tw07
中天新聞,https://dm1036.kglink.xyz/live/tw06
华视资讯,https://dm1036.kglink.xyz/live/tw11
TVBS新闻台,https://dm1036.kglink.xyz/live/tw08
TVBSHD,https://dm1036.kglink.xyz/live/tw09
华视HD,https://dm1036.kglink.xyz/live/tw12
 
 
VIP晴天专用,#genre#
港台电视31,mitv://ns2.hellotvvod.com:9906/07c11dd23a934d959f70577414486878.ts
港台電視32,mitv://ns2.hellotvvod.com:9906/18f20d705f714d9a98ce4d9f075cbf1c.ts
香港開電視,mitv://ns2.hellotvvod.com:9906/06eecd32b5ff4c2a90f5a539bf7c94c4.ts
﻿翡翠台(備),mitv://ns2.hellotvvod.com:9906/61ab74d2000c56d914e7a7702f0c341f.ts
J2,mitv://ns2.hellotvvod.com:9906/fc1330e28d7a4f608529577fc9d29feb.ts
無綫新聞台(備),mitv://ns2.hellotvvod.com:9906/e23b4b1c159f48b99fe6d1b515e4fe03.ts
無綫新聞台,mitv://ns2.hellotvvod.com:9906/44ebc38b76fd45228616e077fe9078ea.ts
無綫財經·資訊台,mitv://ns2.hellotvvod.com:9906/af9bffe3ca304d80ba521e02674aaafd.ts
ViuTVsix,mitv://ns2.hellotvvod.com:9906/545f1d004fe146ce84704b3d11ae9ff3.ts
ViuTV,mitv://ns2.hellotvvod.com:9906/8c3a3767682e4585b7d5f890de0e3caa.ts
鳳凰中文台,mitv://ns2.hellotvvod.com:9906/9c66666a348748129322f31ca2cd6c48.ts
鳳凰資訊台,mitv://ns2.hellotvvod.com:9906/3c563d0a48ef4332af215b3e31acda38.ts
鳳凰香港台,mitv://ns2.hellotvvod.com:9906/271e5aaaa5f246a3954febc2e24715b9.ts
TVB星河(粵),mitv://ns2.hellotvvod.com:9906/48f13a391b364329984472c4f94a8ae3.ts
陽光衛視,mitv://ns2.hellotvvod.com:9906/83aa0058b9de45529f5c00d85484fcb2.ts
澳門-MACAU,mitv://ns2.hellotvvod.com:9906/11154e8c213541d48fa520210a980f8a.ts
澳門蓮花,mitv://ns2.hellotvvod.com:9906/67809e8ce5194a73b581a1730d217854.ts
now新聞台,mitv://ns2.hellotvvod.com:9906/b4eec646d04f4c1ebc64899c744a144b.ts
now直播台,mitv://ns2.hellotvvod.com:9906/ceb31453df7f450392c047108e9dd33c.ts
HKC電影台,mitv://ns2.hellotvvod.com:9906/c2a0e30646ea4ab4abf25454bd27c723.ts
鳳凰電影台,mitv://ns2.hellotvvod.com:9906/1e3c1afc66774d3fbfe7650785e194c3.ts
HKC新聞台,mitv://ns2.hellotvvod.com:9906/41a80a6c4fe742f196925c5429c4754d.ts
HKC財經資訊台,mitv://ns2.hellotvvod.com:9906/a0a0e1f2e06640708d7cc57b2bf016f9.ts
HKC 18,mitv://ns2.hellotvvod.com:9906/e98631a358d448f48a73c7248898b421.ts
HKC 603,mitv://ns2.hellotvvod.com:9906/3775fc4ed6cf45529252b3b4825bd1c6.ts
HKC体育台,mitv://ns2.hellotvvod.com:9906/49409b73d6a54b968bdcc408e2ae5d83.ts
HKC Sports Plus 1,mitv://ns2.hellotvvod.com:9906/ee600f1ef4d540f4916808aee74c845d.ts
HKC綜合娛樂台,mitv://ns2.hellotvvod.com:9906/e6e27c4aea284c8ba3ccab617ef2bbe6.ts
TVB娛樂新聞台,mitv://ns2.hellotvvod.com:9906/f1724adf13d84b4392d2682041cbdcd7.ts
翡翠台,mitv://ns2.hellotvvod.com:9906/46af70e8eb97453184dec09a53b16b16.ts
TVB經典台,mitv://ns2.hellotvvod.com:9906/eb178583d6f24dd0ae6911dea09bec75.ts
Thrill,mitv://ns2.hellotvvod.com:9906/c85409c11ff645e1b51acfb867888fb9.ts
明珠台,mitv://ns2.hellotvvod.com:9906/4c897389b9f0425cb08019c8b67fb1af.ts
HKC直播新聞台,mitv://ns2.hellotvvod.com:9906/a2eeb4461f0b4a8b94657560ee5f4890.ts
18台,mitv://ns2.hellotvvod.com:9906/dc3a1dec38d54c718159a501af17cc19.ts
爆谷星影台,mitv://ns2.hellotvvod.com:9906/bea851aaac474654946ee4ead74e2e6f.ts
美亞電影台(粵語),mitv://ns2.hellotvvod.com:9906/f7dabbaf596d415ab7a378a79ff95da9.ts
Hands Up,mitv://ns2.hellotvvod.com:9906/a5cffaa5288e477ca0bddcbc26b338dd.ts
粵語片台,mitv://ns2.hellotvvod.com:9906/81b4934819b64c5594e90ed1458fec8b.ts
亞洲劇台,mitv://ns2.hellotvvod.com:9906/50a408d17f7e4c3e9f01c3c06842de41.ts
功夫台,mitv://ns2.hellotvvod.com:9906/72af79647c904298972a741a2f896f33.ts
直播台,mitv://ns2.hellotvvod.com:9906/6b432fdb02f24d0f93b39a5979a0aa05.ts
爆谷台,mitv://ns2.hellotvvod.com:9906/a064d8afc17a41e0a1fcefc450ebcedf.ts
 
央视,#genre#
CCTV1,http://live.scuec.edu.cn:8080/hls/cctv1hd.m3u8
CCTV2,http://live.scuec.edu.cn:8080/hls/cctv2hd.m3u8
CCTV3,http://live.scuec.edu.cn:8080/hls/cctv3hd.m3u8
CCTV4,http://live.scuec.edu.cn:8080/hls/cctv4hd.m3u8
CCTV5,http://live.scuec.edu.cn:8080/hls/cctv5hd.m3u8
CCTV5+,http://live.scuec.edu.cn:8080/hls/cctv5phd.m3u8
CCTV6,http://live.scuec.edu.cn:8080/hls/cctv6hd.m3u8
CCTV7,http://live.scuec.edu.cn:8080/hls/cctv7hd.m3u8
CCTV8,http://live.scuec.edu.cn:8080/hls/cctv8hd.m3u8
CCTV9,http://live.scuec.edu.cn:8080/hls/cctv9hd.m3u8
CCTV10,http://live.scuec.edu.cn:8080/hls/cctv10hd.m3u8
CCTV11,http://live.scuec.edu.cn:8080/hls/cctv11.m3u8
CCTV12,http://live.scuec.edu.cn:8080/hls/cctv12hd.m3u8
CCTV13,http://live.scuec.edu.cn:8080/hls/cctv13hd.m3u8
CCTV14,http://live.scuec.edu.cn:8080/hls/cctv14hd.m3u8
CCTV15,http://live.scuec.edu.cn:8080/hls/cctv15.m3u8
CCTV-16,https://cctvalih5ca.v.myalicdn.com/live/cctv16_2/index.m3u8
CCTV-16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV-16,http://ott.js.chinamobile.com/PLTV/3/224/3221228144/index.m3u8
CCTV-16,http://ott.js.chinamobile.com/TVOD/3/224/3221228127/index.m3u8
CCTV-16,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv14/HD-8000k-1080P-cctv16
CCTV17,http://live.scuec.edu.cn:8080/hls/cctv17hd.m3u8
CHC电影,http://live.scuec.edu.cn:8080/hls/chchd.m3u8
CCTV兵器科技,http://117.148.179.160/PLTV/88888888/224/3221231573/index.m3u8
冬奥8K,http://down.btvcloud.com:80/8k2021zhibo/zhibo8K2021.m3u8
CCTV4K,http://23.224.127.144/cctv4k.php/
 
其他,#genre#
动漫秀,http://39.134.39.39/PLTV/88888888/224/3221226197/index.m3u8
极速汽车,http://39.134.39.39/PLTV/88888888/224/3221226195/index.m3u8
欢笑剧场,http://39.134.39.39/PLTV/88888888/224/3221226203/index.m3u8
游戏风云,http://39.134.39.39/PLTV/88888888/224/3221226187/index.m3u8
都市剧场,http://39.134.39.39/PLTV/88888888/224/3221226176/index.m3u8
BesTV华语影院HD,rtsp://183.252.166.199/PLTV/88888888/224/3221226757/45949783.smil
Bestv影院,rtsp://183.252.166.199/PLTV/88888888/224/3221226816/48629572.smil
BesTV欧美影院HD,rtsp://183.252.166.199/PLTV/88888888/224/3221226748/45950069.smil
BesTV高清剧院,rtsp://183.252.166.199/PLTV/88888888/224/3221226761/45973212.smil
BesTV经典港剧,rtsp://183.252.166.199/PLTV/88888888/224/3221226022/10000100000000060000000002296864_0.smil
Bestv电视剧,rtsp://183.252.166.199/PLTV/88888888/224/3221226752/45973624.smil
Bestv动画1,rtsp://183.252.166.199/PLTV/88888888/224/3221226756/45973923.smil
Bestv动画2,rtsp://183.252.166.199/PLTV/88888888/224/3221226917/57526342.smil
TVB劇場,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
 
CIBN综合,http://211.94.219.178:18080/PLTV/68/224/3221226420/index.m3u8
CIBN纪录片,http://211.94.219.178:18080/PLTV/68/224/3221226437/index.m3u8
CIBN真人秀,http://211.94.219.178:18080/PLTV/68/224/3221226416/index.m3u8
CIBN经典剧场,http://211.94.219.178:18080/PLTV/68/224/3221226402/index.m3u8
CIBN古装剧场,http://211.94.219.178:18080/PLTV/68/224/3221226400/index.m3u8
CIBN骄阳剧场,http://211.94.219.178:18080/PLTV/68/224/3221226423/index.m3u8
CIBN风尚运动,http://211.94.219.178:18080/PLTV/68/224/3221226429/index.m3u8
CIBN微电影,http://211.94.219.178:18080/PLTV/68/224/3221226441/index.m3u8
CIBN流金岁月,http://211.94.219.178:18080/PLTV/68/224/3221226425/index.m3u8
CIBN动画乐园,http://211.94.219.178:18080/PLTV/68/224/3221226406/index.m3u8
 
 
地方卫视,#genre#
广东卫视,http://live.scuec.edu.cn:8080/hls/gdhd.m3u8
深圳卫视,http://live.scuec.edu.cn:8080/hls/szhd.m3u8
湖南卫视,http://live.scuec.edu.cn:8080/hls/hunanhd.m3u8
浙江卫视,http://live.scuec.edu.cn:8080/hls/zjhd.m3u8
江苏卫视,http://live.scuec.edu.cn:8080/hls/jshd.m3u8
东方卫视,http://live.scuec.edu.cn:8080/hls/dfhd.m3u8
北京卫视,http://live.scuec.edu.cn:8080/hls/btv1hd.m3u8
安徽卫视,http://live.scuec.edu.cn:8080/hls/ahhd.m3u8
黑龙江卫视,http://live.scuec.edu.cn:8080/hls/hljhd.m3u8
辽宁卫视,http://live.scuec.edu.cn:8080/hls/lnhd.m3u8
山东卫视,http://live.scuec.edu.cn:8080/hls/sdhd.m3u8
天津卫视,http://live.scuec.edu.cn:8080/hls/tjhd.m3u8
湖北卫视,http://live.scuec.edu.cn:8080/hls/hbhd.m3u8
重庆卫视,http://live.scuec.edu.cn:8080/hls/cqhd.m3u8
东南卫视,http://live.scuec.edu.cn:8080/hls/dnhd.m3u8
四川卫视,http://live.scuec.edu.cn:8080/hls/schd.m3u8
河北卫视,http://live.scuec.edu.cn:8080/hls/hebhd.m3u8
江西卫视,http://live.scuec.edu.cn:8080/hls/jxhd.m3u8
河南卫视,http://live.scuec.edu.cn:8080/hls/hnhd.m3u8
广西卫视,http://live.scuec.edu.cn:8080/hls/gxhd.m3u8
吉林卫视,http://live.scuec.edu.cn:8080/hls/jlhd.m3u8
海南卫视,http://live.scuec.edu.cn:8080/hls/lyhd.m3u8
贵州卫视,http://live.scuec.edu.cn:8080/hls/gzhd.m3u8
 
浙江钱江,http://yd-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江经济,http://yd-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江经济,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教育,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江娱乐,http://yd-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻,http://yd-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,http://yd-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江好易购,http://yd-m-l.cztv.com/channels/lantian/channel11/1080p.m3u8
浙江数码,http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
 
CETV1,http://122.96.52.28/gitv_live/G_CETV-1/G_CETV-1.m3u8
CETV2,http://122.96.52.28/gitv_live/G_CETV-2/G_CETV-2.m3u8
优漫卡通,http://122.96.52.28/gitv_live/G_YOUMAN/G_YOUMAN.m3u8
金鹰卡通,http://122.96.52.28/gitv_live/G_JINYING/G_JINYING.m3u8
卡酷少儿,http://122.96.52.28/gitv_live/G_KAKU/G_KAKU.m3u8
 
 
澳门频道,#genre#
澳视澳门,http://61.244.22.4/ch1/ch1.live/index.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/playlist.m3u8
澳视Macau,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳视Macau,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
澳视Macau,http://61.244.22.4/ch2/ch2.live/index.m3u8
澳视Macau,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳视Macau,http://61.244.22.5/ch2/_definst_/ch2.live/playlist.m3u8
澳門Macau,http://61.244.22.4/ch3/ch3.live/index.m3u8
澳門Macau,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳門Macau,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
 
澳视综艺,http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳视葡语,http://61.244.22.4/ch2/ch2.live/chunklist_w861342563.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳视澳门,http://61.244.22.5/ch1/_definst_/ch1.live/playlist.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳门综艺,http://61.244.22.5/ch6/_definst_/hd_ch6.live/opuylist.m3u8
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/master.m3u8
澳门资讯,http://61.244.22.5/ch5/_definst_/info_ch5.live/playlist.m3u8
澳门卫星,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门卫视,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门葡语,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
澳门奥视,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳门,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
 
 
tvfix测试频道,#genre#
翡翠台(第1声道繁体),http://live.tvfix.org/hls/jade.m3u8
翡翠台(第2声道简体),http://live.tvfix.org/hls/jade2.m3u8
翡翠台海外版(粤语繁体),http://live.tvfix.org/hls/jadenhk.m3u8
翡翠台海外版(普通话简体),http://live.tvfix.org/hls/jadenhk2.m3u8
J2,http://live.tvfix.org/hls/j2.m3u8
J2(第2声道),http://live.tvfix.org/hls/j22.m3u8
无线新闻台,http://live.tvfix.org/hls/inews.m3u8
无线新闻台(第2声道),http://live.tvfix.org/hls/inews2.m3u8
明珠台,http://live.tvfix.org/hls/pearl.m3u8
明珠台(第2声道),http://live.tvfix.org/hls/pearl2.m3u8
无线财经资讯台,http://live.tvfix.org/hls/finance.m3u8
无线财经资讯台(第2声道),http://live.tvfix.org/hls/finance2.m3u8
无线财经资讯台海外版,http://live.tvfix.org/hls/financenhk.m3u8
ViuTV,http://live.tvfix.org/hls/viutv.m3u8
ViuTV(第2声道),http://live.tvfix.org/hls/viutv2.m3u8
ViuTV6,http://live.tvfix.org/hls/viutv6.m3u8
RTHK31,http://live.tvfix.org/hls/rthk31.m3u8
RTHK32,http://live.tvfix.org/hls/rthk32.m3u8
香港国际财经台,http://live.tvfix.org/hls/hkibc.m3u8
香港开电视,http://live.tvfix.org/hls/opentv.m3u8
美亚电影台(粤语),http://live.tvfix.org/hls/mydy.m3u8
美亚电影台(普通话),http://live.tvfix.org/hls/mydy2.m3u8
天映频道,http://live.tvfix.org/hls/typd.m3u8
天映频道(第2声道),http://live.tvfix.org/hls/typd2.m3u8
天映经典,http://live.tvfix.org/hls/tyjd.m3u8
天映经典(第2声道),http://live.tvfix.org/hls/tyjd2.m3u8
Animax,http://live.tvfix.org/hls/animax.m3u8
Animax(第2声道),http://live.tvfix.org/hls/animax2.m3u8
Hands Up Channel,http://live.tvfix.org/hls/kid.m3u8
Hands Up Channel(第2声道),http://live.tvfix.org/hls/kid2.m3u8
Thrill,http://live.tvfix.org/hls/thrill.m3u8
Thrill(第2声道),http://live.tvfix.org/hls/thrill2.m3u8
TVB经典台,http://live.tvfix.org/hls/tvbjd.m3u8
TVB经典台(海外版),http://live.tvfix.org/hls/tvbjdnhk.m3u8
TVB为食台,http://live.tvfix.org/hls/tvbws.m3u8
TVB为食台(第2声道),http://live.tvfix.org/hls/tvbws2.m3u8
TVB星河(粤语),http://live.tvfix.org/hls/tvbxh.m3u8
TVB星河(普通话),http://live.tvfix.org/hls/tvbxh2.m3u8
TVB功夫台(粤语),http://live.tvfix.org/hls/tvbkf.m3u8
TVB功夫(普通话),http://live.tvfix.org/hls/tvbkf2.m3u8
TVBS亚洲台,http://live.tvfix.org/hls/tvbs.m3u8
TVBS新闻台,http://live.tvfix.org/hls/tvbsnews.m3u8
中天新闻,http://live.tvfix.org/hls/ztxw.m3u8
东森新闻,http://live.tvfix.org/hls/dsxw.m3u8
NHK综合,http://live.tvfix.org/hls/nhkg.m3u8
NHK综合(第2声道),http://live.tvfix.org/hls/nhkg2.m3u8
NHK教育,http://live.tvfix.org/hls/nhke.m3u8
NHK教育(第2声道),http://live.tvfix.org/hls/nhke2.m3u8
NHK WORLD Premium,http://live.tvfix.org/hls/nhkworldpremium.m3u8
NHK WORLD,http://live.tvfix.org/hls/nhkworld.m3u8
NHK WORLD(中文字幕),http://live.tvfix.org/hls/nhkworldzh.m3u8
tvN,http://live.tvfix.org/hls/tvn.m3u8
瞬间看地球,http://live.tvfix.org/hls/earth.m3u8
凤凰资讯,http://live.tvfix.org/hls/fhzx.m3u8
凤凰中文,http://live.tvfix.org/hls/fhzw.m3u8
凤凰电影,http://live.tvfix.org/hls/fhdy.m3u8
Discovery,http://live.tvfix.org/hls/discovery.m3u8
动物星球,http://live.tvfix.org/hls/animal.m3u8
动物星球(第2声道),http://live.tvfix.org/hls/animal2.m3u8
Love Nature 4K,http://live.tvfix.org/hls/lovenature4k.m3u8
Love Nature 4K(第2声道),http://live.tvfix.org/hls/lovenature4k2.m3u8
国家地理,http://live.tvfix.org/hls/natlgeo.m3u8
Channel V,http://live.tvfix.org/hls/channelv.m3u8
星空卫视,http://live.tvfix.org/hls/startv.m3u8
Star Sports,http://live.tvfix.org/hls/starsports.m3u8
 
 
tvfix央视高清,#genre#
CCTV-4K超高清,http://live.tvfix.org/hls/cctv4k.m3u8
CCTV-1香港版高清,http://live.tvfix.org/hls/cctv1hdhk.m3u8
CCTV-1高清,http://live.tvfix.org/hls/cctv1hd.m3u8
CCTV-2高清,http://live.tvfix.org/hls/cctv2hd.m3u8
CCTV-3高清,http://live.tvfix.org/hls/cctv3hd.m3u8
CCTV-4高清,http://live.tvfix.org/hls/cctv4hd.m3u8
CCTV-5高清,http://live.tvfix.org/hls/cctv5hd.m3u8
CCTV-5+高清,http://live.tvfix.org/hls/cctv5phd.m3u8
CCTV-6高清,http://live.tvfix.org/hls/cctv6hd.m3u8
CCTV-7高清,http://live.tvfix.org/hls/cctv7hd.m3u8
CCTV-8高清,http://live.tvfix.org/hls/cctv8hd.m3u8
CCTV-9高清,http://live.tvfix.org/hls/cctv9hd.m3u8
CCTV-10高清,http://live.tvfix.org/hls/cctv10hd.m3u8
CCTV-11高清,http://live.tvfix.org/hls/cctv11hd.m3u8
CCTV-12高清,http://live.tvfix.org/hls/cctv12hd.m3u8
CCTV-13高清,http://live.tvfix.org/hls/cctv13hd.m3u8
CCTV-14高清,http://live.tvfix.org/hls/cctv14hd.m3u8
CCTV-15高清,http://live.tvfix.org/hls/cctv15hd.m3u8
CCTV-16高清,http://live.tvfix.org/hls/cctv16hd.m3u8
CCTV-17高清,http://live.tvfix.org/hls/cctv17hd.m3u8
CGTN高清,http://live.tvfix.org/hls/cgtnhd.m3u8
CGTN纪录高清,http://live.tvfix.org/hls/cgtndochd.m3u8
CGTN法语高清,http://live.tvfix.org/hls/cgtnfhd.m3u8
CGTN俄语高清,http://live.tvfix.org/hls/cgtnehd.m3u8
CGTN阿拉伯语高清,http://live.tvfix.org/hls/cgtnahd.m3u8
CGTN西班牙语高清,http://live.tvfix.org/hls/cgtnxhd.m3u8
 
tvfix卫视高清,#genre#
北京卫视高清,http://live.tvfix.org/hls/brtv1hd.m3u8
湖南卫视高清,http://live.tvfix.org/hls/hunanhd.m3u8
浙江卫视高清,http://live.tvfix.org/hls/zjhd.m3u8
